,Name,Wins,Losses,Draws,Height,Weight,Reach,Stance,Age,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
21,Agulali,13,2,0,175.3,125,67,3,21,2.74,60,2.19,59,0.00,0,100,0.0
22,Ahejiang Ailinuer,17,3,0,175.3,145,72,2,27,2.47,75,0.53,57,6.00,46,100,0.0
23,Ashiek Ajim,6,2,0,172.7,135,71,3,32,5.00,40,11.25,25,0.00,0,0,0.0
24,Omari Akhmedov,21,6,1,182.9,185,73,1,38,2.97,34,2.84,55,2.58,45,65,0.2
25,Yoshihiro Akiyama,14,6,0,177.8,170,75,1,50,3.10,41,3.62,57,2.29,67,92,1.0
26,Rostem Akman,6,2,0,177.8,170,72,3,34,1.80,25,3.97,57,1.00,40,87,0.0
27,Abdul-Kareem Al-Selwady,16,4,0,172.7,155,69,1,31,4.61,41,3.43,60,1.47,23,54,0.0
28,Mostapha Al-Turk,6,6,0,188.0,245,77,1,52,1.36,19,3.61,53,0.00,0,0,0.0
29,Herdem Alacabek,5,1,0,188.0,205,75,1,35,3.84,65,6.66,23,2.06,50,42,0.0
30,Alatengheili,17,10,2,165.1,135,66,1,34,2.82,32,5.12,57,1.74,43,75,0.0
31,Amir Albazi,17,3,0,165.1,125,68,1,32,2.47,33,3.88,59,1.18,25,62,0.4
32,John Albert,6,5,0,172.7,135,68,1,39,3.05,49,2.82,35,0.00,0,50,6.1
33,Junior Albini,14,6,0,190.5,264,74,1,35,3.98,51,6.08,52,1.54,37,100,0.0
34,Aleksandra Albu,3,2,0,157.5,115,63,1,35,4.83,47,5.56,38,2.27,50,77,0.4
35,Iuri Alcantara,35,10,0,175.3,135,71,2,45,2.72,45,2.79,49,1.44,62,60,0.8
36,Ildemar Alcantara,21,11,0,188.0,185,78,1,43,1.93,38,2.63,50,2.00,68,81,0.9
37,Irene Aldana,15,8,0,175.3,135,68,1,38,5.19,39,6.64,56,0.15,50,77,0.2
38,Hector Aldana,4,3,0,180.3,170,72,1,37,3.59,38,5.08,59,0.93,100,0,0.0
39,Jose Alday,14,6,1,170.2,135,68,1,34,3.13,44,3.13,58,0.00,0,57,0.0
40,Jose Aldo,32,10,0,170.2,135,70,1,39,3.65,46,3.81,60,0.47,51,92,0.1
41,JJ Aldrich,15,7,0,165.1,125,67,2,33,3.92,46,4.34,61,0.70,25,67,0.0
42,Irina Alekseeva,5,4,0,172.7,135,67,1,36,3.42,38,5.02,45,0.38,20,50,0.4
43,Talita Alencar,8,1,1,154.9,115,58,1,35,3.09,36,3.67,51,3.01,29,66,0.5
44,Jim Alers,13,3,0,175.3,145,71,1,39,2.90,40,4.38,56,2.26,41,80,0.3
45,John Alessio,35,17,0,177.8,155,72,1,46,2.10,39,2.91,54,1.85,38,70,1.2
46,Houston Alexander,17,15,1,182.9,205,72,1,54,3.06,54,3.20,52,1.19,57,33,0.0
47,Lucas Alexander,8,5,0,180.3,145,73,1,30,4.69,57,2.87,56,0.00,0,60,0.0
48,Marcio Alexandre Junior,17,4,0,182.9,185,75,2,37,1.61,45,2.89,42,0.35,20,66,0.7
49,Bill Algeo,18,9,0,182.9,145,73,3,37,5.88,51,4.38,47,1.03,50,55,0.1
50,Sultan Aliev,15,3,0,180.3,170,74,1,41,1.41,45,2.20,56,1.76,38,100,0.0
51,Nurullo Aliev,11,0,0,177.8,155,72,1,25,2.72,44,1.63,58,2.12,43,80,0.3
52,Kimbert Alintozon,7,4,0,160.0,135,65,1,27,2.39,52,4.06,46,1.56,33,75,0.0
53,Ikram Aliskerov,18,2,0,182.9,185,76,2,33,5.56,60,4.01,45,3.82,68,100,0.7
54,Leon Aliu,10,2,0,182.9,185,74,1,36,6.32,50,10.11,38,0.00,0,0,0.0
55,John Allan,13,7,0,185.4,205,75,1,33,3.56,42,5.74,52,1.40,71,50,0.8
56,Arnold Allen,21,4,0,172.7,145,70,2,32,3.52,43,3.15,60,1.24,60,73,0.3
57,Brendan Allen,27,7,0,188.0,185,75,1,30,3.75,52,3.78,47,1.52,41,57,1.1
58,Daniel Allen,5,0,0,182.9,155,75,2,33,7.60,51,5.87,53,2.00,66,100,0.0
59,Ben Alloway,18,8,0,180.3,170,76,1,45,1.28,49,1.90,59,0.62,50,26,0.0
60,Asu Almabayev,24,3,0,162.6,125,65,1,32,2.28,51,1.94,53,4.74,45,44,1.4
61,Bekzat Almakhan,12,4,0,170.2,135,68,1,28,2.58,39,4.23,52,0.00,0,59,0.0
62,John Dave Almanza,6,1,0,170.2,125,67,2,22,1.92,41,5.75,27,0.00,0,0,0.0
63,Ricardo Almeida,13,5,0,182.9,170,74,1,49,2.02,49,1.20,61,3.74,38,31,1.2
64,Thomas Almeida,22,5,0,170.2,145,70,2,34,4.84,43,4.93,61,0.17,14,75,0.0
65,Jailton Almeida,22,5,0,190.5,225,79,1,35,2.23,62,1.30,43,5.64,55,60,1.7
66,Lucas Almeida,15,5,0,180.3,145,71,1,35,4.94,39,5.36,44,0.00,0,53,0.0
67,Cesar Almeida,7,2,0,185.4,185,74,1,38,3.46,58,2.03,46,0.00,0,52,0.2
68,Sarah Alpar,9,6,0,162.6,135,63,2,35,2.36,44,6.06,38,1.61,26,20,0.4
69,Ali AlQaisi,8,5,0,167.6,135,68,1,35,2.43,42,1.97,56,3.50,29,60,1.0
70,Victor Altamirano,12,5,0,172.7,125,70,3,35,4.58,53,3.82,53,2.88,38,63,0.0
71,Patricia Alujas,9,3,0,162.6,115,64,1,30,5.83,31,9.25,44,0.00,0,0,0.0
72,Eddie Alvarez,29,6,0,175.3,155,69,1,42,4.32,41,4.39,55,2.92,36,92,0.5
73,Jaime Alvarez,6,1,0,172.7,125,69,1,38,2.73,40,4.53,56,1.00,33,50,0.0
74,Joel Alvarez,23,4,0,190.5,170,77,1,33,4.53,54,3.03,53,0.18,33,46,1.1
75,Thiago Alves,23,15,0,175.3,170,70,1,42,3.73,41,3.42,62,0.71,60,63,0.3
76,Warlley Alves,15,8,0,180.3,185,72,1,35,3.04,48,3.95,50,1.22,50,62,0.8
77,Rafael Alves,20,12,0,172.7,155,68,1,35,1.85,48,3.30,58,0.29,25,44,1.5
78,Sam Alvey,33,18,1,188.0,185,75,2,40,3.28,44,3.63,52,0.06,14,82,0.1
79,Christopher Alvidrez,7,1,0,182.9,170,74,1,29,6.97,62,2.11,50,0.00,0,100,0.0
80,Mahamed Aly,4,1,0,188.0,205,78,1,32,6.00,66,12.00,33,0.00,0,0,0.0
81,Adlan Amagov,14,2,1,188.0,170,76,1,39,3.29,47,0.82,78,5.84,56,100,0.0
82,Alen Amedovski,8,4,0,177.8,185,74,1,38,0.99,30,3.85,46,0.00,0,0,0.0
83,Hyder Amil,11,3,0,175.3,145,70,3,36,5.83,52,4.04,50,0.52,16,65,0.8
84,Makwan Amirkhani,17,9,0,177.8,145,72,2,37,1.33,44,2.98,46,3.96,43,35,1.1
85,Jaqueline Amorim,11,2,0,160.0,115,68,1,31,2.26,49,2.06,54,2.01,33,0,4.3
86,Yaroslav Amosov,30,1,0,182.9,170,75,1,32,2.65,53,1.38,60,11.11,53,0,3.2
87,Eryk Anders,18,9,0,185.4,185,75,2,39,3.44,47,4.03,50,1.83,25,80,0.1
88,Corey Anderson,14,5,0,190.5,205,79,1,36,4.43,46,2.22,59,4.89,50,83,0.0
89,Megan Anderson,11,5,0,182.9,145,72,1,36,1.76,46,3.35,37,0.52,25,53,0.5
90,Liam Anderson,6,3,0,190.5,185,75,1,31,3.00,52,6.53,31,1.00,20,50,0.0
91,Tatsuya Ando,14,4,1,162.6,145,68,2,36,0.93,19,4.93,50,0.00,0,0,0.0
92,Jessica Andrade,26,15,0,154.9,115,62,1,34,6.37,48,5.58,54,2.10,54,75,0.3
93,Viscardi Andrade,19,6,0,180.3,170,75,1,42,3.26,42,2.77,63,1.93,50,66,0.3
94,Dylan Andrews,18,7,0,185.4,185,74,3,46,2.21,50,2.72,46,2.83,50,57,0.4
95,Angga,13,3,0,170.2,145,68,1,37,3.56,38,3.77,53,0.00,0,33,0.0
96,Collin Anglin,8,3,0,175.3,145,71,1,33,4.59,48,5.54,51,2.28,66,100,0.0
97,Chad Anheliger,13,8,0,167.6,135,64,1,39,3.11,46,2.76,53,0.68,30,38,0.5
98,Magomed Ankalaev,21,2,1,190.5,205,75,1,34,3.65,52,2.59,56,0.79,22,87,0.0
99,Gadzhimurad Antigulov,20,8,0,180.3,205,70,1,39,2.08,55,4.21,40,5.08,36,0,1.4
100,Adam Antolin,12,3,0,165.1,125,63,1,44,5.73,52,5.00,69,0.00,0,100,0.0
101,Vanilto Antunes,16,7,0,182.9,170,72,1,31,5.49,48,14.27,43,0.00,0,0,0.0
102,Shinsho Anzai,10,3,0,170.2,170,70,1,40,3.23,58,3.75,45,1.83,16,75,0.0
103,Jin Aoi,16,7,1,170.2,145,67,1,29,1.73,35,4.23,51,3.17,35,71,0.6
104,Aoriqileng,26,13,0,170.2,135,69,1,33,4.40,49,5.66,46,1.11,46,59,0.2
105,Felipe Arantes,18,10,1,172.7,135,73,1,38,2.37,45,2.66,64,0.93,47,41,0.7
106,Igor Araujo,25,9,0,185.4,170,77,1,45,1.52,42,2.86,49,0.86,15,22,0.6
107,Viviane Araujo,13,7,0,162.6,125,68,1,39,3.84,47,4.83,55,1.72,43,75,0.6
108,Julio Arce,19,6,0,170.2,145,70,2,36,4.36,36,3.05,68,0.46,28,96,0.3
109,Alice Ardelean,12,7,0,160.0,115,62,1,34,7.00,46,4.97,61,1.08,50,85,0.2
110,Dan Argueta,9,3,0,170.2,135,68,2,32,2.48,43,3.44,50,4.36,35,55,1.4
111,Ryoga Arimoto,10,2,2,160.0,125,63,1,27,5.07,43,5.40,47,1.00,50,60,0.0
112,Hashem Arkhagha,6,1,0,188.0,185,75,1,36,1.84,44,8.97,43,0.00,0,50,0.0
113,Andrei Arlovski,34,24,0,190.5,240,77,1,47,3.82,45,3.22,57,0.37,35,76,0.2
114,Garrett Armfield,10,5,0,167.6,135,70,1,29,5.35,53,3.64,56,1.10,50,64,0.6
115,Austin Arnett,16,6,0,182.9,145,72,1,34,4.52,41,6.38,62,0.44,18,57,0.2
116,Eli Aronov,6,1,0,177.8,185,72,1,30,8.92,68,6.49,38,12.16,100,0,0.0
117,Akbarh Arreola,23,11,1,177.8,155,71,2,43,2.32,45,4.01,56,1.07,100,33,0.4
118,Matt Arroyo,3,3,0,177.8,170,72,1,43,1.62,47,2.01,58,2.12,36,100,5.3
119,Antonio Arroyo,9,5,0,190.5,185,73,1,37,2.82,66,2.02,50,1.14,41,41,0.2
120,Kai Asakura,22,6,0,172.7,135,69,1,32,2.53,34,3.34,52,0.00,0,50,0.0
121,Teddy Ash,14,5,0,185.4,185,73,3,36,7.27,61,6.80,28,0.00,0,100,0.0
122,Yanal Ashmouz,8,2,0,175.3,155,69,1,31,2.88,50,4.78,50,3.24,38,64,0.0
123,Askar Askar,11,1,0,170.2,145,69,1,31,0.00,0,0.00,0,0.00,0,0,0.0
124,Askar Askarov,14,1,1,167.6,125,67,1,33,3.05,54,2.80,57,2.60,24,66,0.4
125,Cyril Asker,9,4,0,182.9,247,74,1,40,3.35,39,5.82,35,4.41,62,100,0.9
126,Khusein Askhabov,23,1,0,172.7,145,69,1,31,2.00,26,4.13,56,0.00,0,66,0.0
127,Scott Askham,14,4,0,190.5,185,75,2,38,3.03,46,3.52,52,0.44,18,65,0.7
128,Ben Askren,19,2,0,180.3,170,73,1,41,3.64,49,5.66,36,4.33,55,0,0.9
129,Ibo Aslan,14,4,0,190.5,205,77,1,30,5.75,48,3.96,56,0.00,0,87,0.0
130,Tom Aspinall,15,3,0,195.6,255,78,1,33,7.63,67,3.62,56,2.62,80,100,1.3
131,Steven Asplund,7,2,0,195.6,260,78,1,27,10.05,51,6.64,50,0.00,0,100,0.0
132,Junior Assuncao,16,6,0,175.3,145,72,1,45,3.31,62,2.06,44,2.43,24,66,0.7
133,Raphael Assuncao,28,10,0,165.1,135,66,1,43,3.22,42,2.50,66,1.65,39,78,0.2
134,Michael Aswell Jr.,11,5,0,172.7,145,69,1,25,7.60,42,7.03,52,0.24,25,55,0.0
135,Rich Attonito,10,5,0,177.8,170,72,1,49,2.28,47,2.13,59,0.74,37,75,0.0
136,Olivier Aubin-Mercier,11,5,0,175.3,155,70,2,37,2.48,51,2.97,55,2.36,33,70,0.5
137,Marcus Aurelio,22,10,0,177.8,155,74,1,52,1.42,33,2.27,59,1.69,27,27,1.3
138,Blas Avena,8,7,0,182.9,170,74,1,43,2.34,47,3.36,43,2.37,80,50,1.8
139,Julia Avila,9,4,0,170.2,135,68,1,38,2.81,42,3.28,55,0.63,37,52,0.2
140,Jessin Ayari,16,6,0,182.9,155,73,1,34,3.53,37,3.59,58,0.00,0,50,0.3
141,Abu Azaitar,14,4,1,175.3,185,76,1,40,4.38,43,4.32,51,1.00,37,42,0.0
142,Ottman Azaitar,13,3,0,172.7,155,71,3,36,4.43,44,4.11,52,0.00,0,100,0.0
143,Hunter Azure,9,2,0,172.7,145,69,1,34,3.92,53,2.08,58,1.97,34,67,1.3
144,Seth Baczynski,20,14,0,190.5,170,75,1,44,3.08,31,3.14,51,0.89,16,48,0.8
145,Ryan Bader,23,5,0,188.0,205,74,1,43,2.82,43,1.39,71,3.37,44,80,0.4
146,Miguel Baeza,10,4,0,188.0,170,74,1,33,4.09,49,5.92,46,0.36,22,54,2.0
147,Ali Bagautinov,15,6,0,162.6,125,65,1,41,2.85,42,3.09,52,2.51,36,65,0.3
148,Melsik Baghdasaryan,8,4,0,175.3,145,70,2,34,4.98,58,3.15,56,0.00,0,70,0.0
149,Siyar Bahadurzada,24,8,1,180.3,170,73,1,42,2.91,40,3.23,49,1.32,61,62,0.3
150,Ignacio Bahamondes,17,7,0,190.5,155,75,1,28,5.99,46,4.07,55,0.00,0,70,0.6
151,Bahatebole Batebolati,10,1,1,172.7,170,71,2,28,4.02,45,4.83,61,1.34,66,100,0.0
152,Shamar Bailey,16,11,0,175.3,155,75,2,43,1.56,20,3.91,69,1.50,33,37,0.0
153,Balajin,23,4,0,175.3,145,72,1,34,1.40,33,2.73,50,2.00,20,66,0.0
154,Eros Baluyot,7,1,0,162.6,125,65,1,33,2.31,75,1.54,60,0.00,0,0,0.0
155,Oluwale Bamgbose,6,4,0,180.3,185,78,3,38,2.45,48,2.70,55,0.94,33,37,0.0
156,Humberto Bandenay,14,7,0,180.3,145,71,2,31,2.22,41,4.79,41,2.90,46,62,0.5
157,Tae Hyun Bang,18,10,0,175.3,155,71,3,43,2.72,38,2.07,66,0.49,33,57,0.5
158,Shauna Bannon,7,3,0,165.1,115,65,3,32,3.85,44,3.25,45,0.00,0,47,0.5
159,Antonio Banuelos,20,11,1,165.1,135,63,1,46,2.69,33,3.15,58,1.62,62,86,0.4
160,Iwo Baraniewski,9,0,0,182.9,205,73,1,27,11.35,57,8.65,52,0.00,0,100,0.0
161,Renan Barao,34,9,0,167.6,145,70,1,39,3.78,36,3.90,57,1.49,41,91,0.5
162,Maycee Barber,15,3,0,165.1,125,65,3,28,4.56,53,2.78,55,1.56,45,51,0.1
163,Bryan Barberena,18,12,0,182.9,185,72,2,37,5.35,48,4.59,44,0.13,22,50,0.3
164,Djani Barbir,7,1,0,190.5,185,79,1,28,3.64,40,4.55,66,0.00,0,0,0.0
165,Dione Barbosa,9,4,0,167.6,125,66,1,34,2.21,45,2.40,64,2.40,44,63,1.7
166,Marcio Barbosa,18,2,0,167.6,145,70,1,28,7.01,47,6.65,52,0.00,0,100,0.0
167,Edson Barboza,24,14,0,180.3,155,75,1,40,4.14,44,4.68,55,0.43,50,73,0.1
168,Raoni Barcelos,22,5,0,170.2,135,67,1,39,4.65,51,4.24,60,2.51,31,87,0.7
169,Daniel Barez,17,8,0,167.6,125,66,1,37,4.60,48,6.93,50,1.71,29,80,0.5
170,Danny Barlow,9,2,0,188.0,185,79,2,30,5.81,51,4.65,52,0.00,0,100,0.0
171,Luke Barnatt,13,4,0,198.1,185,77,1,38,4.43,36,3.87,59,0.63,42,63,0.4
172,James Barnes,14,5,0,172.7,135,71,1,44,0.57,34,3.02,39,1.08,16,40,0.0
173,Shonte Barnes,6,2,1,180.3,185,76,2,39,2.32,38,1.55,67,0.00,0,60,0.0
174,Josh Barnett,35,8,0,190.5,250,78,1,48,3.20,50,2.11,57,1.26,55,55,1.4
175,Chris Barnett,23,10,0,175.3,261,75,1,40,3.36,47,6.55,36,0.00,0,35,0.0
176,Phil Baroni,15,18,0,175.3,170,72,1,50,2.77,45,3.93,40,1.46,47,60,0.5
177,Peter Barrett,11,5,0,177.8,145,73,2,39,4.18,61,4.32,42,1.39,22,66,0.0
178,Marc-Andre Barriault,17,11,0,185.4,185,74,1,36,5.65,47,5.94,49,0.34,28,68,0.1
179,Francimar Barroso,19,7,0,185.4,205,75,1,46,2.77,52,3.07,59,2.22,24,83,0.0
180,Pat Barry,8,7,0,180.3,235,74,1,46,2.72,52,3.54,59,0.00,0,76,0.2
181,Dean Barry,4,2,0,177.8,170,72,1,33,9.31,40,4.66,51,0.00,0,100,0.0
182,Enrique Barzola,17,5,2,170.2,145,70,1,37,3.91,41,2.97,68,4.20,45,66,0.3
183,Javid Basharat,15,2,0,175.3,135,69,1,30,5.18,54,2.75,63,1.83,40,83,0.1
184,Farid Basharat,15,0,0,172.7,135,71,1,28,4.25,52,2.89,62,3.34,44,54,0.3
185,Austin Bashi,14,1,0,167.6,145,70,1,24,1.75,47,2.34,48,7.81,41,62,1.7
186,Namsrai Batbayar,10,1,0,162.6,125,68,1,25,4.44,45,3.42,48,2.85,30,100,0.9
187,Bryan Battle,13,2,0,185.4,185,77,1,31,5.12,52,4.11,44,0.77,17,53,0.4
188,Alan Baudot,8,3,0,190.5,243,79,1,38,5.36,58,4.82,46,0.00,0,62,0.0
189,Mario Bautista,17,3,0,175.3,135,69,3,33,5.30,48,3.98,54,1.91,38,55,0.8
190,Chris Beal,10,5,0,170.2,125,69,1,40,3.45,35,3.18,61,1.60,58,78,0.2
191,Donovan Beard,7,2,0,188.0,185,78,1,36,0.00,0,5.77,28,0.00,0,0,0.0
192,Ariel Beck,4,5,0,167.6,125,66,2,35,4.44,34,4.31,64,0.00,0,0,0.0
193,Jack Becker,13,6,0,177.8,155,71,1,33,1.01,39,5.82,26,1.68,50,0,0.0
194,Johnny Bedford,21,13,1,177.8,135,71,1,43,4.53,50,1.75,63,1.83,62,62,0.0
195,Rolando Bedoya,14,5,0,180.3,155,74,1,29,6.23,47,5.50,52,0.00,0,75,0.2
196,Chase Beebe,24,13,1,170.2,135,67,1,41,2.17,38,1.64,69,2.49,42,41,0.9
197,Allan Begosso,7,2,1,165.1,135,66,1,30,1.80,40,7.73,34,0.00,0,25,2.0
198,Azamat Bekoev,20,5,0,182.9,185,72,1,30,4.57,52,6.83,31,3.48,43,62,0.0
199,Mirsad Bektic,13,4,0,172.7,145,70,1,35,2.43,41,1.80,57,3.98,52,92,0.4
200,Diana Belbita,15,10,0,170.2,125,68,1,30,6.45,41,6.55,51,0.86,62,64,0.0
201,Alan Belcher,18,8,0,188.0,185,75,1,42,2.70,41,3.10,59,0.44,26,55,0.9
202,Vitor Belfort,26,14,0,182.9,185,74,2,49,1.59,46,2.83,50,1.02,60,53,0.6
203,Yousri Belgaroui,10,3,0,198.1,185,79,1,34,6.10,64,2.17,63,0.29,100,66,0.0
204,Rodolfo Bellato,13,3,1,190.5,205,75,1,30,5.37,60,5.86,46,1.38,35,94,0.2
205,Danilo Belluardo,12,5,0,182.9,155,74,2,31,1.52,61,4.79,41,3.50,100,50,0.0
206,Joey Beltran,17,14,0,185.4,185,75,1,44,4.92,36,5.27,54,0.48,18,75,0.0
207,Marco Beltran,8,6,0,172.7,125,69,1,40,2.07,37,1.93,63,0.70,50,46,0.2
208,Joseph Benavidez,28,8,0,162.6,125,65,2,41,3.52,34,2.67,61,1.41,30,62,0.6
209,Gabriel Benitez,23,13,0,172.7,155,71,2,38,5.26,41,4.49,63,0.22,50,55,0.9
210,DeAnna Bennett,8,3,1,162.6,125,68,1,41,3.13,58,3.27,58,0.00,0,0,1.0
211,Benjamin Bennett,7,1,0,182.9,170,73,3,32,4.53,54,4.53,65,6.00,60,0,0.0
212,Lance Benoist,7,2,0,180.3,170,72,2,37,3.68,51,2.70,56,1.50,33,61,0.0
213,Ryan Benoit,10,8,0,165.1,125,68,1,36,2.88,39,3.65,58,0.28,22,72,0.4
214,Theodor Berggren,8,4,0,180.3,170,75,3,26,3.49,35,10.78,33,0.00,0,0,0.0
215,Kenneth Bergh,8,0,0,188.0,205,74,1,37,4.56,75,1.27,28,0.00,0,0,0.0
216,Dennis Bermudez,17,9,0,167.6,155,66,1,39,4.42,46,3.07,59,3.89,40,82,1.1
217,Manny Bermudez,14,2,0,177.8,145,71,1,31,2.92,61,2.68,46,3.06,54,0,3.1
218,Talita Bernardo,6,4,0,162.6,135,68,1,39,3.12,42,4.04,55,1.62,22,28,0.5
219,Matt Bessette,22,9,0,177.8,145,70,1,41,4.36,41,4.45,58,0.64,28,61,0.3
220,Khadzhi Bestaev,10,4,0,198.1,185,76,3,37,6.15,29,10.00,43,0.00,0,0,0.0
221,Arjan Bhullar,9,1,0,185.4,245,75,1,40,2.33,56,3.25,59,1.73,75,100,0.0
222,KB Bhullar,8,2,0,193.0,185,78,3,34,4.31,49,5.39,45,0.00,0,0,0.0
223,Magomed Bibulatov,14,2,0,165.1,125,65,1,37,3.60,51,1.83,52,2.85,40,75,0.0
224,David Bielkheden,24,12,0,177.8,155,71,1,47,1.11,57,1.64,54,2.65,63,14,0.0
225,Blake Bilder,8,2,1,172.7,145,68,3,35,3.81,48,4.15,53,0.31,7,71,0.6
226,Jonas Bilharinho,9,1,1,180.3,145,75,3,36,3.71,60,3.36,57,0.00,0,100,0.0
227,Anthony Birchak,16,8,0,172.7,135,69,1,40,3.93,36,3.67,56,0.48,14,61,0.5
228,Angad Bisht,10,3,0,170.2,125,67,1,31,3.91,51,4.56,33,2.41,37,100,0.0
229,Michael Bisping,30,9,0,185.4,185,75,1,47,4.33,38,2.71,65,1.05,43,63,0.3
230,Caio Bittencourt,14,7,0,182.9,185,75,1,35,0.29,16,0.57,33,0.00,0,0,0.0
231,Davi Bittencourt,14,4,0,165.1,135,65,1,31,4.15,66,1.51,46,14.15,33,0,0.0
232,Jan Blachowicz,29,11,2,188.0,205,78,1,43,3.55,50,3.14,52,0.98,48,69,0.4
233,Brad Blackburn,18,13,1,177.8,170,73,1,49,4.55,35,3.59,65,0.93,50,76,0.7
234,Sherrard Blackledge,5,1,0,180.3,155,75,1,32,3.70,49,3.13,55,4.00,33,42,0.0
235,Da'Mon Blackshear,17,8,1,177.8,135,72,3,31,4.33,45,4.19,52,1.48,33,71,1.5
236,Chasen Blair,7,4,0,177.8,155,71,1,27,4.31,39,5.39,55,0.00,0,100,0.0
237,Erin Blanchfield,14,2,0,162.6,125,66,1,27,5.24,44,4.25,58,1.96,34,78,0.9
238,Maximo Blanco,12,8,1,172.7,145,71,1,42,4.11,44,3.19,66,1.85,36,63,0.3
239,Curtis Blaydes,19,6,0,193.0,265,80,1,35,4.18,52,2.76,53,5.12,47,35,0.0
240,Tereza Bleda,7,2,0,175.3,125,71,1,24,2.92,51,2.14,43,1.72,22,83,0.7
241,Mark Bocek,12,5,0,172.7,155,75,1,44,2.34,43,2.32,60,3.65,36,31,1.3
242,Kyle Bochniak,8,5,0,170.2,145,70,1,39,2.63,31,5.11,58,1.14,15,62,0.0
243,James Bochnovic,8,3,0,193.0,205,81,1,37,0.65,26,3.64,21,0.00,0,0,0.0
244,Tim Boetsch,21,13,0,182.9,185,74,1,45,2.93,50,2.90,57,1.45,34,59,0.8
245,Galore Bofando,5,3,0,180.3,170,72,3,44,3.63,45,3.63,54,2.37,100,50,0.0
246,Roman Bogatov,10,1,0,172.7,155,73,1,35,3.33,42,4.40,44,1.00,9,50,0.0
247,Mandy Bohm,8,2,0,170.2,125,71,1,36,2.51,45,3.24,60,0.72,18,75,0.7
248,Gaston Bolanos,9,5,0,170.2,145,69,1,33,3.91,47,3.54,54,0.75,75,50,0.0
249,Otgonbaatar Boldbaatar,6,1,0,165.1,125,67,1,23,3.26,29,7.83,52,0.00,0,0,0.0
250,Denys Bondar,14,5,0,167.6,125,69,1,34,4.59,50,5.16,56,3.99,58,62,0.0
251,Gabriel Bonfim,20,1,0,185.4,170,72,1,28,4.76,47,3.61,64,2.57,53,78,1.0
252,Ismael Bonfim,20,6,0,172.7,155,71,1,30,5.51,54,3.71,65,1.06,33,76,0.0
253,Stephan Bonnar,15,9,0,193.0,205,79,1,49,2.76,38,3.01,52,1.32,40,60,1.0
254,Rogerio Bontorin,16,4,0,165.1,125,67,1,34,2.63,52,3.27,50,2.90,60,51,1.0
255,Ray Borg,13,5,0,162.6,135,63,1,32,1.52,52,1.93,48,3.89,50,46,1.0
256,Kevin Borjas,11,5,0,165.1,125,68,1,28,3.87,42,5.27,50,0.00,0,72,0.0
257,Calen Born,7,1,0,172.7,170,72,3,38,0.00,0,0.00,0,0.00,0,0,0.0
258,Caio Borralho,18,2,0,185.4,185,75,2,33,3.47,56,2.61,60,1.25,50,76,0.4
259,Zachary Borrego,3,1,0,188.0,185,78,3,29,0.00,0,1.94,33,0.00,0,0,0.0
